Players_ID,Player_Name,Name,Surname,DOB,Turned pro,Weight,Height,Birth place,key,Nationality,Strong_hand,Weak_hand
103256,ivan vajda,Ivan,Vajda,1978-09-04,,,,,ivan vajda,CRO, Right-Handed,
102168,hector moretti,Hector,Moretti,1973-01-27,1991,67,170, Argentina,hector moretti,ARG, Right-Handed,
103216,clemens trimmel,Clemens,Trimmel,1978-06-08,1997,83,185, Austria,clemens trimmel,AUT, Right-Handed,
102118,radomir vasek,Radomir,Vasek,1972-09-23,1990,78,188, Czech.,radomir vasek,CZE, Right-Handed,
103677,andreas fasching,Andreas,Fasching,1981-01-01,,,,,andreas fasching,AUT,,
102145,francisco cabello,Francisco,Cabello,1972-12-06,1994,83,191,,francisco cabello,, Right-Handed,
102944,stefano cobolli,Stefano,Cobolli,1977-03-02,1995,73,175, Italy,stefano cobolli,ITA, Right-Handed,
102520,olivier malcor,Olivier,Malcor,1975-01-28,1994,68,180, France,olivier malcor,FRA, Right-Handed,
101821,peter tramacchi,Peter,Tramacchi,1970-11-08,1992,88,185, AUS,peter tramacchi,AUS, Right-Handed,
102734,lior mor,Lior,Mor,1976-02-29,,72,175,,lior mor,ISR, Right-Handed,
102410,david caldwell,David,Caldwell,1974-06-13,1996,77,180, U.S.A.,david caldwell,USA, Right-Handed, Two-Handed Backhand
102502,paul harsanyi,Paul,Harsanyi,1974-12-30,,,,,paul harsanyi,USA, Ambidextrous,
102735,cedric kauffmann,Cedric,Kauffmann,1976-03-01,,,,,cedric kauffmann,FRA, Right-Handed,
103564,jakub herm zahlava,Jakub,Herm-Zahlava,1980-05-12,,,,,jakub herm zahlava,GER, Right-Handed,
102537,melvin tong,Melvin,Tong,1975-02-19,,,,,melvin tong,HKG, Right-Handed,
103131,michihisa onoda,Michihisa,Onoda,1978-01-31,,,,,michihisa onoda,JPN, Right-Handed,
103792,joji miyao,Joji,Miyao,1981-06-15,,,,,joji miyao,JPN,,
102978,zbynek mlynarik,Zbynek,Mlynarik,1977-04-24,1998,69,175, Czech Republic,zbynek mlynarik,AUT, Right-Handed,
102772,yu zhang,Yu,Zhang,1976-04-12,,,,,yu zhang,CHN, Right-Handed,
103350,denis golovanov,Denis,Golovanov,1979-03-27,1998,80,188, Russia,denis golovanov,, Left-Handed,
102086,igor kornienko,Igor,Kornienko,1972-07-16,,,,,igor kornienko,RUS, Right-Handed,
102948,oliver freelove,Oliver,Freelove,1977-03-05,,,,,oliver freelove,GBR, Right-Handed,
102835,luke milligan,Luke,Milligan,1976-08-06,1995,75,180, England,luke milligan,GBR, Right-Handed,
103239,marcus sarstrand,Marcus,Sarstrand,1978-07-24,1997,73,183,,marcus sarstrand,SWE, Right-Handed,
102875,luke smith,Luke,Smith,1976-10-25,1997,84,188, Australia,luke smith,AUS, Right-Handed,
102467,fazaluddin syed,Fazaluddin,Syed,1974-10-18,1998,,,,fazaluddin syed,IND, Right-Handed,
102805,matthew breen,Matthew,Breen,1976-06-12,,,,,matthew breen,AUS, Right-Handed,
102751,todd perry,Todd,Perry,1976-03-17,1998,72,175, Australia,todd perry,AUS, Right-Handed,
103281,ladislav svarc,Ladislav,Svarc,1978-11-13,1997,80,188, Slovak Republic,ladislav svarc,SVK, Right-Handed,
102554,diego moyano,Diego,Moyano,1975-03-14,1997,90,180, Argentina,diego moyano,ARG, Right-Handed, One-Handed Backhand
102595,helge koll,Helge,Koll,1975-05-31,,,,,helge koll,NOR, Right-Handed,
103546,patricio arquez,Patricio,Arquez,1980-04-12,,,,,patricio arquez,ARG, Right-Handed,
102215,joshua eagle,Joshua,Eagle,1973-05-10,,91,183, Australia,joshua eagle,AUS, Right-Handed,
103914,omar alawadhi,Omar,Alawadhi,1982-01-16,,,, United Arab Emirates,omar alawadhi,, Right-Handed, Two-Handed Backhand
103068,chemseddine belal,Chemseddine,Belal,1977-10-10,,74,180, Morocco,chemseddine belal,MAR, Right-Handed,
102250,emanuel couto,Emanuel,Couto,1973-08-06,,73,183, Portugal,emanuel couto,POR, Right-Handed,
103282,tiago sousa,Tiago,Sousa,1978-11-14,,,,,tiago sousa,POR, Right-Handed,
103015,daniel melo,Daniel,Melo,1977-07-04,1997,77,185, Brazil,daniel melo,BRA, Left-Handed,
102433,mose navarra,Mose,Navarra,1974-07-18,1993,81,180, Italy,mose navarra,ITA, Left-Handed,
103497,artem derepasko,Artem,Derepasko,1980-01-26,,,,,artem derepasko,RUS, Right-Handed,
104034,dmitry vlasov,Dmitry,Vlasov,1982-07-11,,77,188, Russia,dmitry vlasov,RUS, Right-Handed,
102959,marko tkalec,Marko,Tkalec,1977-03-17,1997,78,178,Maribor,marko tkalec,SLO, Right-Handed,
101970,iztok bozic,Iztok,Bozic,1971-09-27,,,,,iztok bozic,SLO, Right-Handed,
103287,krystian pfeiffer,Krystian,Pfeiffer,1978-12-03,,,,,krystian pfeiffer,POL,,
102469,solon peppas,Solon,Peppas,1974-10-25,,,,,solon peppas,GRE, Right-Handed,
101761,jaime oncins,Jaime,Oncins,1970-06-16,1988,82,196, Brazil,jaime oncins,BRA, Right-Handed,
102347,dmitri tomashevich,Dmitri,Tomashevich,1974-03-06,,,,,dmitri tomashevich,UZB, Right-Handed,
103642,shan jiang,Shan,Jiang,1980-10-08,,,,,shan jiang,CHN, Right-Handed,
101937,robbie koenig,Robbie,Koenig,1971-07-05,1992,70,173, South Africa,robbie koenig,RSA, Right-Handed,
102529,thomas shimada,Thomas,Shimada,1975-02-10,1993,77,178, USA,thomas shimada,JPN, Right-Handed,
103102,john hui,John,Hui,1978-01-03,,,,,john hui,HKG, Right-Handed,
103365,javier garcia sintes,Javier,Garcia-Sintes,1979-05-02,,,,,javier garcia sintes,ESP, Right-Handed,
103290,radim zitko,Radim,Zitko,1978-12-08,,,,,radim zitko,CZE, Right-Handed,
102406,thomas dupre,Thomas,Dupre,1974-06-09,,,,,thomas dupre,FRA, Right-Handed,
102285,nasser ghanim al khulaifi,Nasser-Ghanim,Al-Khulaifi,1973-11-12,,,,,nasser ghanim al khulaifi,QAT, Right-Handed,
102557,daniel willman,Daniel,Willman,1975-03-18,,,,,daniel willman,NZL,,
104503,guillermo hormazabal,Guillermo,Hormazabal,1985-02-19,,,,,guillermo hormazabal,CHI,,
102693,leonardo olguin,Leonardo,Olguin,1975-12-01,,69,, Argentina,leonardo olguin,ARG, Right-Handed,
103505,vasilis mazarakis,Vasilis,Mazarakis,1980-02-09,1999,72,178, Greece,vasilis mazarakis,GRE, Right-Handed,
103092,nuno matias,Nuno,Matias,1977-12-08,,,,,nuno matias,POR, Right-Handed,
103988,mariano albert ferrando,Mariano,Albert-Ferrando,1982-04-26,,,,,mariano albert ferrando,ESP,,
104325,johannes ager,Johannes,Ager,1984-03-10,2003,80,196, Austria,johannes ager,AUT, Right-Handed,
102521,hendrik dreekmann,Hendrik,Dreekmann,1975-01-29,1991,82,188, Germany,hendrik dreekmann,GER, Right-Handed,
102979,jeff coetzee,Jeff,Coetzee,1977-04-25,1996,70,173, South Africa,jeff coetzee,RSA, Right-Handed,
103715,kirill ivanov smolensky,Kirill,Ivanov-Smolensky,1981-02-19,1998,,,,kirill ivanov smolensky,RUS, Right-Handed,
103820,alan mackin,Alan,Mackin,1981-08-11,1997,79,183, Scotland,alan mackin,GBR, Right-Handed,
103358,nicolas todero,Nicolas,Todero,1979-04-15,1998,81,183,La Plata,nicolas todero,ARG, Right-Handed,
102743,ben ellwood,Ben,Ellwood,1976-03-12,1994,76,178, Australia,ben ellwood,AUS, Right-Handed,
104126,adam kennedy,Adam,Kennedy,1983-02-09,,,,,adam kennedy,AUS,,
103923,radoslaw nijaki,Radoslaw,Nijaki,1982-01-25,,,,,radoslaw nijaki,POL,,
102100,bartlomiej dabrowski,Bartlomiej,Dabrowski,1972-08-20,,,,,bartlomiej dabrowski,POL, Right-Handed,
103371,emin agaev,Emin,Agaev,1979-05-14,1999,77,,,emin agaev,AZE, Right-Handed,
103097,trevor spracklin,Trevor,Spracklin,1977-12-17,2002,,191,,trevor spracklin,USA, Right-Handed,
103080,paul hanley,Paul,Hanley,1977-11-12,1997,76,183, Australia,paul hanley,AUS, Right-Handed,
103986,radoslav lukaev,Radoslav,Lukaev,1982-04-24,,,,,radoslav lukaev,BUL, Right-Handed,
102472,marcello craca,Marcello,Craca,1974-10-27,1995,76,180,,marcello craca,GER, Right-Handed,
102865,doug bohaboy,Doug,Bohaboy,1976-09-25,2000,73,, USA,doug bohaboy,USA, Right-Handed,
102077,alexander shvec,Alexander,Shvec,1972-06-29,,,, Belarus,alexander shvec,BLR, Right-Handed,
104036,simon rea,Simon,Rea,1982-07-18,,,,,simon rea,NZL,,
104295,raphael durek,Raphael,Durek,1984-02-02,2003,79,188, Brazil,raphael durek,AUS, Right-Handed,
104444,ryan henry,Ryan,Henry,1984-10-14,2002,76,183, Australia,ryan henry,AUS, Right-Handed,
103841,julio peralta,Julio,Peralta,1981-09-09,,79,188,Paramaribo,julio peralta,CHI, Right-Handed, One-Handed Backhand
103746,miguel gallardo valles,Miguel,Gallardo-Valles,1981-04-08,,,,,miguel gallardo valles,MEX, Right-Handed, Two-Handed Backhand
104059,rasmus norby,Rasmus,Norby,1982-09-10,2001,70,183, Denmark,rasmus norby,DEN, Right-Handed,
104233,frederik nielsen,Frederik,Nielsen,1983-08-27,2001,86,188, Denmark,frederik nielsen,DEN, Right-Handed, Two-Handed Backhand
102789,jay gooding,Jay,Gooding,1976-05-13,1998,76,188, Australia,jay gooding,AUS, Right-Handed,
103109,talal ouahabi,Talal,Ouahabi,1978-01-08,,,,,talal ouahabi,MAR, Right-Handed,
103033,helder lopes,Helder,Lopes,1977-08-07,,,,,helder lopes,POR, Right-Handed,
102207,jan weinzierl,Jan,Weinzierl,1973-05-01,,,,,jan weinzierl,GER, Right-Handed,
103052,mariano delfino,Mariano,Delfino,1977-09-20,1997,85,183, Argentina,mariano delfino,ARG, Right-Handed,
106764,christopher koderisch,Christopher,Koderisch,1984-11-25,2003,73,180, Germany,christopher koderisch,GER,,
103465,paul logtens,Paul,Logtens,1979-11-07,2000,73,175, The Netherlands,paul logtens,NED, Right-Handed,
102864,frank moser,Frank,Moser,1976-09-23,2001,92,196, Germany,frank moser,, Right-Handed,
102983,henrik andersson,Henrik,Andersson,1977-05-02,,,,,henrik andersson,SWE, Right-Handed,
103711,jaroslav levinsky,Jaroslav,Levinsky,1981-02-11,1999,85,196,Valasske Mezirici,jaroslav levinsky,CZE, Right-Handed,
103621,igor levine,Igor,Levine,1980-08-24,,,,,igor levine,RUS,,
103609,matthew behrmann,Matthew,Behrmann,1980-08-03,,,,,matthew behrmann,USA,,
103363,diego ayala,Diego,Ayala,1979-04-29,1998,77,175, Argentina,diego ayala,USA, Right-Handed,
103353,ingo neumuller,Ingo,Neumuller,1979-03-30,1998,76,183, Austria,ingo neumuller,AUT, Right-Handed,
104508,robert yim,Robert,Yim,1985-02-25,2002,71,, CA,robert yim,USA, Left-Handed,
103586,mariusz fyrstenberg,Mariusz,Fyrstenberg,1980-07-08,2001,80,191, Poland,mariusz fyrstenberg,POL, Left-Handed,
103690,marcin matkowski,Marcin,Matkowski,1981-01-15,2003,90,185, Poland,marcin matkowski,POL, Right-Handed, Two-Handed Backhand
103963,filip urban,Filip,Urban,1982-03-23,1999,86,193,Walbrzych,filip urban,, Right-Handed,
103037,andrew carlson,Andrew,Carlson,1977-08-18,,,, USA,andrew carlson,USA,,
103590,michael quintero,Michael,Quintero,1980-07-11,,,,,michael quintero,COL, Right-Handed,
103925,gabriel moraru,Gabriel,Moraru,1982-01-28,2001,72,180, Romania,gabriel moraru,ROU, Right-Handed,
103921,sanchai ratiwatana,Sanchai,Ratiwatana,1982-01-23,2004,70,175,Bangkok,sanchai ratiwatana,THA, Right-Handed,
103520,pavel snobel,Pavel,Snobel,1980-02-28,1997,82,191, Czech Republic,pavel snobel,CZE, Left-Handed,
104439,vadim davletshin,Vadim,Davletshin,1984-10-07,,,,,vadim davletshin,RUS,,
103468,harsh mankad,Harsh,Mankad,1979-11-10,2002,70,173, India,harsh mankad,IND, Right-Handed,
101871,alexander reichel,Alexander,Reichel,1971-03-03,1992,82,193, U.S.A.,alexander reichel,USA, Right-Handed,
102545,pedro braga,Pedro,Braga,1975-02-27,,,,,pedro braga,BRA, Right-Handed,
103039,tripp phillips,Tripp,Phillips,1977-08-26,2001,77,185, U.S.A.,tripp phillips,USA, Right-Handed,
104228,guillem burniol,Guillem,Burniol,1983-08-14,,,,,guillem burniol,ESP, Right-Handed,
104099,israel matos gil,Israel,Matos Gil,1982-12-14,,,,,israel matos gil,ESP,,
104807,mehdi ziadi,Mehdi,Ziadi,1986-09-20,,,,,mehdi ziadi,MAR,,
103422,sebastian fitz,Sebastian,Fitz,1979-08-12,,,,,sebastian fitz,GER, Right-Handed,
103149,mathias hellstrom,Mathias,Hellstrom,1978-02-21,,,,,mathias hellstrom,SWE, Right-Handed,
104485,nick van der meer,Nick,Van Der Meer,1985-01-18,,,,,nick van der meer,NED,,
104355,lester cook,Lester,Cook,1984-04-24,,75,180, USA,lester cook,USA, Right-Handed,
104612,daniel yoo,Daniel,Yoo,1985-09-25,,73,178,Daejeon,daniel yoo,KOR, Left-Handed, Two-Handed Backhand
104181,victor ionita,Victor,Ionita,1983-05-11,,72,185, Romania,victor ionita,ROU, Right-Handed,
103847,adrian bohane,Adrian,Bohane,1981-09-15,,,,,adrian bohane,USA,,
103328,andres pedroso,Andres,Pedroso,1979-02-21,,81,,New York New York,andres pedroso,USA, Right-Handed,
103460,konstantin don gruber,Konstantin Don,Gruber,1979-10-27,1999,75,183, Austria,konstantin don gruber,AUT, Right-Handed,
101869,juan luis rascon lope,Juan-Luis,Rascon-Lope,1971-03-02,,,,,juan luis rascon lope,ESP, Right-Handed,
104115,marc kimmich,Marc,Kimmich,1983-01-21,1999,81,183,Nurtingen,marc kimmich,AUS, Right-Handed,
104558,mohammed abdulla,Mohammed,Abdulla,1985-05-23,,,,,mohammed abdulla,QAT,,
104711,gd jones,G.D.,Jones,1986-04-01,,72,183, New Zealand,gd jones,NZL, Right-Handed,
102945,luke bourgeois,Luke,Bourgeois,1977-03-03,,86,188, Australia,luke bourgeois,AUS, Right-Handed,
103975,eric nunez,Eric,Nunez,1982-04-09,2000,85,, USA,eric nunez,USA, Right-Handed,
103775,felipe parada,Felipe,Parada,1981-05-16,2000,72,175, Chile,felipe parada,CHI, Right-Handed,
104037,phillip harboe,Phillip,Harboe,1982-07-20,,,,,phillip harboe,CHI, Right-Handed,
103878,zach dailey,Zach,Dailey,1981-11-14,,,,,zach dailey,USA,,
104486,horia tecau,Horia,Tecau,1985-01-19,2003,88,191, Romania,horia tecau,ROU, Right-Handed, Two-Handed Backhand
104284,frank condor,Frank,Condor,1984-01-10,,,,,frank condor,ESP,,
104021,marco mirnegg,Marco,Mirnegg,1982-06-24,2002,73,180,Linz,marco mirnegg,AUT, Right-Handed,
103646,lars uebel,Lars,Uebel,1980-10-14,,,,,lars uebel,GER, Right-Handed,
103964,tobias klein,Tobias,Klein,1982-03-23,2004,68,170, Germany,tobias klein,GER, Right-Handed,
104287,steven korteling,Steven,Korteling,1984-01-16,,,,,steven korteling,NED,,
104951,aljoscha thron,Aljoscha,Thron,1987-06-15,,,,,aljoscha thron,GER,,
104732,phillip simmonds,Phillip,Simmonds,1986-05-18,,,,,phillip simmonds,USA, Right-Handed,
105048,alex clayton,Alex,Clayton,1987-11-23,,77,183, USA,alex clayton,USA, Right-Handed,
105229,philip bester,Philip,Bester,1988-10-06,2006,79,188, Germany,philip bester,CAN, Right-Handed, One-Handed Backhand
103510,rob steckley,Rob,Steckley,1980-02-16,,,,,rob steckley,CAN, Right-Handed,
103762,john paul fruttero,John Paul,Fruttero,1981-04-30,2003,79,185, USA,john paul fruttero,USA, Right-Handed, One-Handed Backhand
104251,ti chen,Ti,Chen,1983-10-03,2002,73,178,Keelung,ti chen,TPE, Right-Handed,
104283,minh quan do,Minh-Quan,Do,1984-01-07,,,,,minh quan do,VIE,,
104445,jose antonio sanchez de luna,Jose Antonio,Sanchez-de Luna,1984-10-18,,,,,jose antonio sanchez de luna,ESP, Right-Handed,
105252,takahiro ittogi,Takahiro,Ittogi,1988-12-17,,,,,takahiro ittogi,JPN, Right-Handed,
104975,evgeny kirillov,Evgeny,Kirillov,1987-07-14,,,,,evgeny kirillov,RUS, Right-Handed,
103782,rameez junaid,Rameez,Junaid,1981-05-25,,,,,rameez junaid,AUS, Right-Handed,
102885,vishal uppal,Vishal,Uppal,1976-11-10,,,,,vishal uppal,IND, Right-Handed,
104368,daniel king turner,Daniel,King-Turner,1984-05-15,,,191,,daniel king turner,NZL, Right-Handed, Two-Handed Backhand
103623,jacob adaktusson,Jacob,Adaktusson,1980-08-31,,87,193, Sweden,jacob adaktusson,SWE, Right-Handed,
105014,antal van der duim,Antal,Van Der Duim,1987-09-16,,80,185, Netherlands,antal van der duim,NED, Right-Handed, Two-Handed Backhand
104831,bartolome salva vidal,Bartolome,Salva-Vidal,1986-11-20,,79,183,,bartolome salva vidal,ESP, Left-Handed,
102881,david skoch,David,Skoch,1976-11-06,1994,70,183, Czech Republic,david skoch,CZE, Right-Handed,
104161,tomislav peric,Tomislav,Peric,1983-04-10,,,,,tomislav peric,CRO, Right-Handed,
104317,david luque velasco,David,Luque-Velasco,1984-03-02,,,,,david luque velasco,ESP,,
103209,leonardo azzaro,Leonardo,Azzaro,1978-05-30,1997,75,188, Italy,leonardo azzaro,ITA, Left-Handed,
104272,torsten popp,Torsten,Popp,1983-11-25,,,,,torsten popp,GER, Right-Handed,
103684,benedikt dorsch,Benedikt,Dorsch,1981-01-10,2005,84,178, GER,benedikt dorsch,GER, Right-Handed,
105104,robin roshardt,Robin,Roshardt,1988-02-22,,,,,robin roshardt,SUI, Right-Handed,
104208,damian patriarca,Damian,Patriarca,1983-06-28,,,,,damian patriarca,ARG,,
104488,armin sandbichler,Armin,Sandbichler,1985-01-22,2005,76,180, Austria,armin sandbichler,AUT, Left-Handed,
105231,luka belic,Luka,Belic,1988-10-14,,,,,luka belic,CRO, Right-Handed,
105066,grzegorz panfil,Grzegorz,Panfil,1988-01-01,2004,76,183, Poland,grzegorz panfil,POL, Left-Handed,
104501,xin yuan yu,Xin-Yuan,Yu,1985-02-13,,,,,xin yuan yu,CHN, Left-Handed,
104253,juan martin aranguren,Juan-Martin,Aranguren,1983-10-07,,,,,juan martin aranguren,ARG, Right-Handed,
103653,jasper smit,Jasper,Smit,1980-11-17,,,,,jasper smit,, Right-Handed,
105501,akash wagh,Akash,Wagh,1990-03-17,,64,175, India,akash wagh,IND, Left-Handed,
102282,tetsuya chaen,Tetsuya,Chaen,1973-11-05,,,,,tetsuya chaen,JPN, Right-Handed,
103984,julien mathieu,Julien,Mathieu,1982-04-22,2000,,,France,julien mathieu,FR, Left-Handed, Double Handed Backhand
104179,bruno echagaray,Bruno,Echagaray,1983-05-08,2000,84,183, Mexico,bruno echagaray,MEX, Right-Handed, One-Handed Backhand
103924,marc fornell mestres,Marc,Fornell-Mestres,1982-01-26,,,,,marc fornell mestres,ESP, Right-Handed, Two-Handed Backhand
104736,farrukh dustov,Farrukh,Dustov,1986-05-22,2003,88,193, Uzbekistan,farrukh dustov,UZB, Right-Handed,
103978,rabie chaki,Rabie,Chaki,1982-04-14,,,,,rabie chaki,MAR,,
105559,jonathan eysseric,Jonathan,Eysseric,1990-05-27,2008,79,180, France,jonathan eysseric,FRA, Left-Handed, Two-Handed Backhand
104361,michel koning,Michel,Koning,1984-05-01,,80,, Holland,michel koning,NED,,
105131,tim goransson,Tim,Goransson,1988-03-26,,,,,tim goransson,SWE,,
104469,erling tveit,Erling,Tveit,1984-12-28,,,,,erling tveit,NOR, Left-Handed,
104234,predrag rusevski,Predrag,Rusevski,1983-08-27,,,,,predrag rusevski,, Right-Handed,
104140,dawid olejniczak,Dawid,Olejniczak,1983-03-01,,,,,dawid olejniczak,, Right-Handed,
103805,catalin ionut gard,Catalin-Ionut,Gard,1981-07-10,,,,,catalin ionut gard,, Right-Handed, One-Handed Backhand
103718,david martin,David,Martin,1981-02-22,2003,86,185, U.S.A.,david martin,USA, Left-Handed,
105579,kittipong wachiramanowong,Kittipong,Wachiramanowong,1990-06-25,,73,183, Thailand,kittipong wachiramanowong,THA, Right-Handed, Two-Handed Backhand
105402,peerakiat siriluethaiwattana,Peerakiat,Siriluethaiwattana,1989-08-16,,,,,peerakiat siriluethaiwattana,THA,,
104684,navdeep singh,Navdeep,Singh,1986-02-21,,,,,navdeep singh,IND, Right-Handed,
104646,purav raja,Purav,Raja,1985-12-07,2005,90,183, India,purav raja,IND, Right-Handed, Two-Handed Backhand
104478,hyun woo nam,Hyun-Woo,Nam,1985-01-09,,,,,hyun woo nam,KOR,,
105189,pavel chekhov,Pavel,Chekhov,1988-07-27,,72,, Russia,pavel chekhov,RUS, Right-Handed,
104986,vishnu vardhan,Vishnu,Vardhan,1987-07-27,2008,84,188, India,vishnu vardhan,IND, Right-Handed, Two-Handed Backhand
108993,abdulla hajji,Abdulla,Hajji,1990-12-05,,,,,abdulla hajji,QAT,,
105070,hans podlipnik castillo,Hans,Podlipnik-Castillo,1988-01-09,2005,78,183, Chile,hans podlipnik castillo,CHI, Right-Handed, One-Handed Backhand
108997,clint bowles,Clint,Bowles,1988-11-16,,70,173, USA,clint bowles,USA, Left-Handed,
104192,marco crugnola,Marco,Crugnola,1983-05-24,2004,84,188, Italy,marco crugnola,ITA, Right-Handed,
104823,bruno rodriguez,Bruno,Rodriguez,1986-10-28,,,,,bruno rodriguez,MEX,,
105471,cesar ramirez,Cesar,Ramirez,1990-01-25,,,,,cesar ramirez,,,
103748,jan minar,Jan,Minar,1981-04-09,1999,77,189, Czech Rep.,jan minar,CZE, Right Handed,
108996,mahmoud nader al baloushi,Mahmoud-Nader,Al Baloushi,1980-06-30,,,,,mahmoud nader al baloushi,UAE,,
104830,matteo marrai,Matteo,Marrai,1986-11-17,,,,,matteo marrai,ITA,,
103822,scott lipsky,Scott,Lipsky,1981-08-14,2003,86,185, NY,scott lipsky,USA, Right-Handed, Two-Handed Backhand
104235,matwe middelkoop,Matwe,Middelkoop,1983-09-03,2002,85,191, The Netherlands,matwe middelkoop,NED, Right-Handed, Two-Handed Backhand
104692,alexander slabinsky,Alexander,Slabinsky,1986-03-06,,,185, Ukraine,alexander slabinsky,GBR, Right-Handed,
104334,alberto brizzi,Alberto,Brizzi,1984-03-26,,,, Italy,alberto brizzi,, Right-Handed,
103076,justin oneal,Justin,O'Neal,1977-10-24,1999,,, U.S.A.,justin oneal,USA, Right-Handed,
103437,francesco piccari,Francesco,Piccari,1979-09-07,,,,,francesco piccari,ITA, Right-Handed,
105590,uladzimir ignatik,Uladzimir,Ignatik,1990-07-14,2007,82,183, Belarus,uladzimir ignatik,BLR, Right-Handed,
105831,marko djokovic,Marko,Djokovic,1991-08-20,,,,,marko djokovic,SRB,,
105220,jun chao xu,Jun-Chao,Xu,1988-09-22,,,,,jun chao xu,CHN,,
104781,yuichi ito,Yuichi,Ito,1986-08-06,,,,,yuichi ito,JPN,,
104456,colin ebelthite,Colin,Ebelthite,1984-11-27,,,,,colin ebelthite,AUS, Right-Handed,
104158,andrew anderson,Andrew,Anderson,1983-04-08,2002,79,193, South Africa,andrew anderson,RSA, Right-Handed,
104504,ross hutchins,Ross,Hutchins,1985-02-22,2002,85,191, England,ross hutchins,GBR, Right-Handed,
104550,ricardo hocevar,Ricardo,Hocevar,1985-05-09,2004,80,180, Brazil,ricardo hocevar,BRA, Right-Handed, Two-Handed Backhand
105180,daniel dutra da silva,Daniel,Dutra Da Silva,1988-07-05,2007,76,, Brazil,daniel dutra da silva,BRA, Left-Handed, Two-Handed Backhand
104385,lars poerschke,Lars,Poerschke,1984-06-17,,,, Germany,lars poerschke,GER, Right-Handed, Two-Handed Backhand
105440,arsenije zlatanovic,Arsenije,Zlatanovic,1989-12-04,2006,77,193, Serbia,arsenije zlatanovic,SRB, Right-Handed,
104595,sascha kloer,Sascha,Kloer,1985-08-16,,,, Germany,sascha kloer,GER,,
104415,colin fleming,Colin,Fleming,1984-08-13,,80,188, Scotland,colin fleming,GBR, Right-Handed, Two-Handed Backhand
106090,daniel berta,Daniel,Berta,1992-11-26,,,178, Sweden,daniel berta,SWE, Right-Handed, Two-Handed Backhand
104623,josh goodall,Josh,Goodall,1985-10-17,2004,74,188, Great Britain,josh goodall,GBR, Right-Handed,
104644,riccardo ghedin,Riccardo,Ghedin,1985-12-05,,78,, Italy,riccardo ghedin,ITA, Right-Handed, Two-Handed Backhand
105906,kevin krawietz,Kevin,Krawietz,1992-01-24,2008,83,191, Germany,kevin krawietz,GER, Right-Handed, Two-Handed Backhand
105730,devin britton,Devin,Britton,1991-03-17,2009,84,193, USA,devin britton,USA, Right-Handed, Two-Handed Backhand
104896,bruno agostinelli,Bruno,Agostinelli,1987-04-01,,,,,bruno agostinelli,CAN,,
105783,chase buchanan,Chase,Buchanan,1991-06-04,,79,193, U.S.A.,chase buchanan,USA, Right-Handed,
105331,petru alexandru luncanu,Petru-Alexandru,Luncanu,1989-05-07,2005,80,185, Romania,petru alexandru luncanu,ROU, Left-Handed, Two-Handed Backhand
104211,roman valent,Roman,Valent,1983-07-08,,78,183, Switzerland,roman valent,SUI, Right-Handed,
105001,mao xin gong,Mao-Xin,Gong,1987-08-24,2006,73,178, China,mao xin gong,CHN, Right-Handed, Two-Handed Backhand
105987,mikhail biryukov,Mikhail,Biryukov,1992-04-28,,,,,mikhail biryukov,RUS,,
105720,stanislav vovk,Stanislav,Vovk,1991-02-19,2008,69,185, Russia,stanislav vovk,RUS, Right-Handed, One-Handed Backhand
105738,tsung hua yang,Tsung-Hua,Yang,1991-03-29,2006,80,178, Taiwan,tsung hua yang,TPE, Right-Handed,
103472,karim maamoun,Karim,Maamoun,1979-11-18,,,,,karim maamoun,, Right-Handed,
105084,james lemke,James,Lemke,1988-01-25,,,, Australia,james lemke,AUS, Right-Handed,
105601,cristobal saavedra corvalan,Cristobal,Saavedra-Corvalan,1990-08-01,,,, Chile,cristobal saavedra corvalan,CHI, Right-Handed,
103682,kyu tae im,Kyu Tae,Im,1981-01-06,2001,75,185, Korea,kyu tae im,KOR, Right-Handed,
103851,conor niland,Conor,Niland,1981-09-19,,82,185, England,conor niland,IRL, Right-Handed, Two-Handed Backhand
104465,martin emmrich,Martin,Emmrich,1984-12-17,2001,81,183, Germany,martin emmrich,GER, Left-Handed, Two-Handed Backhand
104739,guillermo alcaide,Guillermo,Alcaide,1986-05-27,,77,188, Spain,guillermo alcaide,ESP, Right-Handed, Two-Handed Backhand
106006,agustin velotti,Agustin,Velotti,1992-05-24,,,,,agustin velotti,ARG, Right-Handed,
105116,dusan lojda,Dusan,Lojda,1988-03-08,2005,85,188, Czech Republic,dusan lojda,, Left-Handed, Two-Handed Backhand
103427,yew ming si,Yew-Ming,Si,1979-08-24,,,,,yew ming si,MAS,,
105609,ilya belyaev,Ilya,Belyaev,1990-08-09,2005,79,180, Russia,ilya belyaev,RUS, Right-Handed, Two-Handed Backhand
101404,thomas muster,Thomas,Muster,1967-10-02,1985,77,180, Austria,thomas muster,AUT, Left-Handed, One-Handed Backhand
104789,sherif sabry,Sherif,Sabry,1986-08-29,,,,,sherif sabry,EGY,,
105707,nicolaas scholtz,Nicolaas,Scholtz,1991-02-05,,,, South Africa,nicolaas scholtz,RSA, Right-Handed, Two-Handed Backhand
105941,felipe rios,Felipe,Rios,1992-03-04,,,,,felipe rios,CHI, Right-Handed, Two-Handed Backhand
105262,fernando romboli,Fernando,Romboli,1989-01-04,2006,81,180, Brazil,fernando romboli,BRA, Right-Handed, One-Handed Backhand
